reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
2530,5,FALSE,"11 8, 2012",AG0UP5II9OSP2,B00000DMB3,Pablo Wunderlich,"10/10, one of the best games ever released on any console. The story-line is amazing, it captivates you swiftly. The game-play is also awesome, and the graphics, evil bosses, etc., it's just one of the best games in the market. At some point, we all wished to become Link, play a tune or two with an Occarina, and may day turn into night, or draw towards you a horse named Epona.",Absolutely beautiful.,1352332800,0
2531,5,FALSE,"11 21, 2013",A1HRGJXMWHH1WZ,1381733,gardengal,Our kids grew up with bedtime readings from this book and loved it. Now I use it as a baby shower gift and pray others will enjoy it as much as ours/we did.,Wonderful book for bedtime.,1384992000,0
2538,4,TRUE,"02 28, 2013",A3MG86I2SHKMJZ,7802215811,sewIbake,I remember my mom having one of these when I was a child - over 35+ years ago! I knew what I wanted and was THRILLED to have found the EXACT product I desired at a price that was reasonable. The color isn't important but function is. It holds jalepeno peppers and make it easy to access them - 'cause the jars are not user friendly!,WHAT I WANTED,1362009600,0
2539,1,FALSE,"04 10, 2012",A2UOHFR8DBQGGE,B00000DMB3,MarkNES,"There's many that love this so-called masterpiece, but the only thing I like about this boring/repetitive game is the great soundtrack. Sticking to the superior original.",Pro: Soundtrack Cons: What isn't a pro,1334016000,0
2540,5,TRUE,"12 15, 2012",A2M0XQXXCSZMS4,7802215811,Thelma Reese,"I ordered this as a gift, as I have one of my own. It's so easy to get the pickles out without the juice.",Pickle deli,1355529600,0
2546,5,TRUE,"09 12, 2013",AV2PI4VBGLMK1,1381733,Katie-girl,"The first time I read A Child's Garden of Verses, I was but a wee slip of a girl. I lost that book long ago, and was delighted to get it again. Every Kindle, IPad and bookcase should contain this book. There are so many classic poems in it: The Swing; The Counterpane: and ever so much more. Again, Stevenson's superb abilities as a poet lead a child to the heights of imagination, and leave them enthralled with the wonders of childhood. Reading the poems to your children, or just to your friends or spouse, can lead you to the remembrances of those wonder years. He is a poet for the ages, and this is one of his best collections.",This book should be part of EVERY child's library,1378944000,0
2548,5,FALSE,"08 14, 2013",A1ZCO2VVV5LSTJ,B00000DMAQ,Marshall WahlstromHelgren,"This is one of the best games out there, it's a classic. Banjo-Kazooie is one of the rarest and hard to find games ever, The story is really good. A witch kidnaps a beautiful girl and wants to be the prettiest of them all. Her brother and his pal Kazooie have to save her. While its a relatively easy it can still be hard in some places and there are cheat codes to help you along the way with things like Gold feathers, Red feathers and Eggs. However if you quit and save your game then the cheat has to be reentered. While the game does have it's flaws its still really fun to play. The game essentially is very easy next to its sequel game, Banjo Tooie. The levels all relatively easy, however it is very easy to die in this game, on top of that like other reviewers on Amazon have said about dying and losing notes and recollecting them is toldly true. Clarkers Cavern was the worst because you only have 6 things of air and have to get extra air, from a fish blowing bubbles. The level that is the most challenging of them all was Click Clock Wood. Because of going from the changing seasons and having to grab notes from all seasons that was tough for me. However the most challenging and difficult part of this game, is beating Grunty herself. That is the most challenging part of this game. because you have to hit her with eggs and unfortunately its a huge flaw on Rare's part for not putting a homing shooter like they do in the sequel game. Overall despite it's many flaws Nintendo and Rare have done an excellent job making a game that is graphically pleasing, and the gameplay is awesome. Buy it you won't regret it.",Banjo Kazooie,1376438400,0
2551,2,FALSE,"08 12, 2013",A2582KMXLK2P06,B00000DMAQ,Bryan,"Banjo-Kazooie is a strange platformer, but ultimately misses the mark in all key areas of being entertaining. It tries to be funny without actually being exciting to play so the game feels like a big misleading tease. All the attention on humor and yet, the game itself is hardly ever fun. This means children would probaly be able to overlook the games flaws and focus on the humor, which I'm sure was Nintendo's intentions- to market the game for kids and assume they wouldn't be able to detect the lousy game design. I guess the Nintendo 64 struggling to make a profit at the time meant Nintendo had to do absolutely anything and everything to try and get *any* type of crowd interested in their products despite the poor quality we're forced to persevere, so that explains Banjo-Kazooie's existence. Anyway, Banjo-Kazooie is basically nothing but an item-collecting quest with graphics that are admittedly prettier and just better than 90% of the stuff the N64 was pumping out at the time. The waters, grassy lands, mountains... everything is a beautiful sight to behold with crystal clear authentically pleasing environments. Probably on par with Donkey Kong 64 in terms of graphics but definitely NOT in terms of gameplay or the sheer size of the overworld which is incredibly tiny in Banjo-Kazooie. But seriously, why am I basically doing nothing but walking around collecting items the entire time? If you think ""That's what ALL platformers do!"" guess again: many of them focus on exciting enemy variety, diverse surroundings and a gradual increase in challenge which this game sorely lacks. The only challenge is to avoid falling from high narrow platforms while collecting musical notes- these are dirty tricks and artificial challenges. I found sharks you have to swim away from, crabs you can stomp on top of, and weird gigantic green enemies that come out of walls while you're trying to make your way across high paths without falling. These enemies only appear like 10% of the time- the rest of your surroundings aren't very threatening. Let's see all the things you have to collect. Honeycomb pieces, jiggy pieces (mandatory to open entrances to new locations and you need to obtain a certain number of them per world), 100 musical notes which is a total ripoff of Super Mario 64 with the 100 coins needed to get a star, mumbo tokens used to cast spells, and jinjo tokens used to win vehicle parts. You can turn into animals and insects which is somewhat satisfying for the sake of seeing the occasional brief moments of diversity, but otherwise nothing to get really excited about. Often you have to climb trees or mountains to reach the items on top and it gets boring after a while, believe me. The snowy and dessert areas are incredibly generic too, as are the underwater cave sections and grasslands. Oh and the game is a victim of underwater tragedies- you're constantly adjusting the camera for a more appropriate angle but finding that it's much harder than it needs to be. I will never understand why Nintendo refuses to fix water portions in 3D platform gaming. It's mind-boggling. They didn't even fix them in Super Mario Galaxy 2, a game released a good 10 years after Banjo-Kazooie. The characters are all forgettable, including the ponytail-sporting female bear and Banjo himself. Kazooie the bird is probably the only tolerable one of the bunch. Whereas the Mario series can be enjoyed by kids and adults respectively, Banjo-Kazooie is certainly intended solely for children and no other age group. It's too shallow of a game overall to satisfy adult gamers. Banjo-Kazooie is like walking into the nicest looking restaurant in town and everything is great except for one thing- you get a small quantity of food so you ask yourself ""Is it worth my time to return here again?""",banjo kapooie,1376265600,0
2556,3,TRUE,"08 02, 2017",A3RLJKKB8I65LC,9170011451,Flower Power,"I bought these tension wires to hang my outdoor curtains. They weren't overly tough to install but they have no load bearing capacity. If you're hang ing sheer curtains, it shouldn't be an issue but anything more than that won't hold.",Not my favorite product!,1501632000,1
2559,5,TRUE,"07 17, 2017",A3IJP7JXMWEPB1,9170011451,adzam,"This system is great and I have 2 of them. I bought my first one 5 years ago and the cable still is very tight and holding the curtain very well. I don't understand why the negative reviews. I'm a 72 years old woman and I installed both of them by myself with no help at all, all you need is common sense, patience and follow the instructions. You also need to use a light weight curtain, I used 3 very long curtain shower.",THIS IS A GREAT PRODUCT,1500249600,1
2573,4,TRUE,"07 14, 2013",A28YYTCUYDK9NA,1381733,peetie,I loved this as a child and many verses are still in my memory. I sat and read this with my granddaughter. The only disappointment was that the original pictures (were in color in my very old book) are black and white and not on the same pages as the verses. The best pictures are the ones in your head as you read these beautiful verses.,Grandkids review,1373760000,0
2576,5,TRUE,"01 17, 2017",ARXYGFQI6KBGD,9170011451,Raymond A. Lowery,Another great IKEA product,Five Stars,1484611200,0
2578,3,TRUE,"07 07, 2013",A2TSGA0OWOW5RZ,1381733,bookcrazy,Yes these were the poems I remember from childhood but the editor should get an editor. The number of misspelled words was unacceptable.,A cute book but . . .,1373155200,1
2579,1,TRUE,"01 10, 2017",A2WSH33FYU3COR,9170011451,Dennie,"Very, very flimsy.",One Star,1484006400,0
2581,3,TRUE,"07 02, 2013",A2NE7D8GC41UCL,1381733,Karen Amrhein,"There are a few lovely poems in ""A Child's Garden of Verses"", and many that are just okay. The biggest problem, in my opinion, is finding the right audience. The poems seem too-adult for children and not nearly sophisticated-enough for adults. This is a collection of poetry written by a man who is in love with an idea of childhood that is somewhat at odds with its reality. I think most children, and most adults, will find these uncaptivating, with a few exceptions. A better choice is the poetry of Shel Silverstein.",This Garden Needs Tending,1372723200,0
2584,5,TRUE,"06 29, 2013",A3PS8GPIHTGVY5,1381733,Ann English,A classic book of poems for children. This edition is gorgeous--large pages with the most lovely illustrations. A must for a child's library.,A Beautiful Book,1372464000,0
2586,5,FALSE,"02 21, 2013",A1E8F0AYFXPCRB,B00000DMAQ,Derrick,"This game along with Mario 64 and Donkey Kong 64 basically use the same basic style with different characters. They are are a blast even now, though it takes playing it now to realize how clumsy the camera system on these games was. I don't know how I managed to get all the notes while playing on the N64, I find it next to impossible now to have the patience to navigate some of the last levels with the slowness and precision needed to prevent falling off a cliff and having to spend 5 minutes getting back up, or worse, dying, in which case you lose all your notes in the level and have to collect them from scratch. Thus I quicksave often. I guess I no longer am as good as I once was at these games. Still, this is one of my N64 favorites from my high school years basically.","very fun, mostly like I remember",1361404800,0
